"No.","Time","Source","Destination","Protocol","Length","Info"
"1093","109.885850896","127.0.0.1","127.0.0.1","TCP","66","60776  >  8080 [ACK] Seq=7 Ack=221 Win=65408 Len=0 TSval=2280465926 TSecr=2280465926"
"1094","110.894022441","127.0.0.1","127.0.0.1","TCP","70","60776  >  8080 [PSH, ACK] Seq=7 Ack=221 Win=65536 Len=4 TSval=2280466934 TSecr=2280465926 [TCP segment of a reassembled PDU]"
"1096","110.894059390","127.0.0.1","127.0.0.1","TCP","83","60776  >  8080 [PSH, ACK] Seq=11 Ack=221 Win=65536 Len=17 TSval=2280466934 TSecr=2280466934"
"1098","110.894088926","127.0.0.1","127.0.0.1","TCP","66","60776  >  8080 [FIN, ACK] Seq=28 Ack=221 Win=65536 Len=0 TSval=2280466934 TSecr=2280466934"
"1100","110.894130486","127.0.0.1","127.0.0.1","TCP","66","60776  >  8080 [ACK] Seq=29 Ack=222 Win=65536 Len=0 TSval=2280466935 TSecr=2280466934"
"1101","110.895697648","127.0.0.1","127.0.0.1","TCP","74","60778  >  8080 [SYN] Seq=0 Win=65495 Len=0 MSS=65495 SACK_PERM=1 TSval=2280466936 TSecr=0 WS=128"
"1103","110.895709737","127.0.0.1","127.0.0.1","TCP","66","60778  >  8080 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=2280466936 TSecr=2280466936"
"1104","110.895741495","127.0.0.1","127.0.0.1","TCP","70","60778  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=4 TSval=2280466936 TSecr=2280466936"
"1106","110.895750293","127.0.0.1","127.0.0.1","TCP","68","60778  >  8080 [PSH, ACK] Seq=5 Ack=1 Win=65536 Len=2 TSval=2280466936 TSecr=2280466936 [TCP segment of a reassembled PDU]"
"1109","110.898344530","127.0.0.1","127.0.0.1","TCP","66","60778  >  8080 [ACK] Seq=7 Ack=14 Win=65536 Len=0 TSval=2280466939 TSecr=2280466939"
"1111","111.899013890","127.0.0.1","127.0.0.1","TCP","66","60778  >  8080 [ACK] Seq=7 Ack=22 Win=65536 Len=0 TSval=2280467939 TSecr=2280467939"
"1113","111.899062521","127.0.0.1","127.0.0.1","TCP","66","60778  >  8080 [ACK] Seq=7 Ack=221 Win=65408 Len=0 TSval=2280467939 TSecr=2280467939"
"1114","112.909066272","127.0.0.1","127.0.0.1","TCP","70","60778  >  8080 [PSH, ACK] Seq=7 Ack=221 Win=65536 Len=4 TSval=2280468949 TSecr=2280467939 [TCP segment of a reassembled PDU]"
"1116","112.909136762","127.0.0.1","127.0.0.1","TCP","83","60778  >  8080 [PSH, ACK] Seq=11 Ack=221 Win=65536 Len=17 TSval=2280468950 TSecr=2280468949"
"1118","112.909171281","127.0.0.1","127.0.0.1","TCP","66","60778  >  8080 [FIN, ACK] Seq=28 Ack=221 Win=65536 Len=0 TSval=2280468950 TSecr=2280468950"
"1120","112.909202293","127.0.0.1","127.0.0.1","TCP","66","60778  >  8080 [ACK] Seq=29 Ack=222 Win=65536 Len=0 TSval=2280468950 TSecr=2280468950"
"1121","112.910683568","127.0.0.1","127.0.0.1","TCP","74","60780  >  8080 [SYN] Seq=0 Win=65495 Len=0 MSS=65495 SACK_PERM=1 TSval=2280468951 TSecr=0 WS=128"
"1123","112.910695303","127.0.0.1","127.0.0.1","TCP","66","60780  >  8080 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=2280468951 TSecr=2280468951"
"1124","112.910727619","127.0.0.1","127.0.0.1","TCP","70","60780  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=4 TSval=2280468951 TSecr=2280468951"
"1126","112.910736585","127.0.0.1","127.0.0.1","TCP","68","60780  >  8080 [PSH, ACK] Seq=5 Ack=1 Win=65536 Len=2 TSval=2280468951 TSecr=2280468951 [TCP segment of a reassembled PDU]"
"1129","112.913352360","127.0.0.1","127.0.0.1","TCP","66","60780  >  8080 [ACK] Seq=7 Ack=14 Win=65536 Len=0 TSval=2280468954 TSecr=2280468954"
"1131","113.915171211","127.0.0.1","127.0.0.1","TCP","66","60780  >  8080 [ACK] Seq=7 Ack=22 Win=65536 Len=0 TSval=2280469955 TSecr=2280469955"
"1133","113.915225107","127.0.0.1","127.0.0.1","TCP","66","60780  >  8080 [ACK] Seq=7 Ack=221 Win=65408 Len=0 TSval=2280469956 TSecr=2280469956"
"1134","114.928355892","127.0.0.1","127.0.0.1","TCP","70","60780  >  8080 [PSH, ACK] Seq=7 Ack=221 Win=65536 Len=4 TSval=2280470969 TSecr=2280469956 [TCP segment of a reassembled PDU]"
"1136","114.928478451","127.0.0.1","127.0.0.1","TCP","83","60780  >  8080 [PSH, ACK] Seq=11 Ack=221 Win=65536 Len=17 TSval=2280470969 TSecr=2280470969"
"1138","114.928583174","127.0.0.1","127.0.0.1","TCP","66","60780  >  8080 [FIN, ACK] Seq=28 Ack=221 Win=65536 Len=0 TSval=2280470969 TSecr=2280470969"
"1140","114.928661086","127.0.0.1","127.0.0.1","TCP","66","60780  >  8080 [ACK] Seq=29 Ack=222 Win=65536 Len=0 TSval=2280470969 TSecr=2280470969"
"1141","114.933428873","127.0.0.1","127.0.0.1","TCP","74","60782  >  8080 [SYN] Seq=0 Win=65495 Len=0 MSS=65495 SACK_PERM=1 TSval=2280470974 TSecr=0 WS=128"
"1143","114.933467706","127.0.0.1","127.0.0.1","TCP","66","60782  >  8080 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=2280470974 TSecr=2280470974"
"1144","114.933605500","127.0.0.1","127.0.0.1","TCP","70","60782  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=4 TSval=2280470974 TSecr=2280470974"
"1146","114.933637203","127.0.0.1","127.0.0.1","TCP","68","60782  >  8080 [PSH, ACK] Seq=5 Ack=1 Win=65536 Len=2 TSval=2280470974 TSecr=2280470974 [TCP segment of a reassembled PDU]"
"1149","114.940878267","127.0.0.1","127.0.0.1","TCP","66","60782  >  8080 [ACK] Seq=7 Ack=14 Win=65536 Len=0 TSval=2280470981 TSecr=2280470981"
"1151","115.941655259","127.0.0.1","127.0.0.1","TCP","66","60782  >  8080 [ACK] Seq=7 Ack=22 Win=65536 Len=0 TSval=2280471982 TSecr=2280471982"
"1153","115.941705935","127.0.0.1","127.0.0.1","TCP","66","60782  >  8080 [ACK] Seq=7 Ack=221 Win=65408 Len=0 TSval=2280471982 TSecr=2280471982"
"1154","116.951886769","127.0.0.1","127.0.0.1","TCP","70","60782  >  8080 [PSH, ACK] Seq=7 Ack=221 Win=65536 Len=4 TSval=2280472992 TSecr=2280471982 [TCP segment of a reassembled PDU]"
"1156","116.951920121","127.0.0.1","127.0.0.1","TCP","83","60782  >  8080 [PSH, ACK] Seq=11 Ack=221 Win=65536 Len=17 TSval=2280472992 TSecr=2280472992"
"1158","116.951939072","127.0.0.1","127.0.0.1","TCP","66","60782  >  8080 [FIN, ACK] Seq=28 Ack=221 Win=65536 Len=0 TSval=2280472992 TSecr=2280472992"
"1160","116.952023314","127.0.0.1","127.0.0.1","TCP","66","60782  >  8080 [ACK] Seq=29 Ack=222 Win=65536 Len=0 TSval=2280472992 TSecr=2280472992"
"1161","116.953499400","127.0.0.1","127.0.0.1","TCP","74","60784  >  8080 [SYN] Seq=0 Win=65495 Len=0 MSS=65495 SACK_PERM=1 TSval=2280472994 TSecr=0 WS=128"
"1163","116.953511142","127.0.0.1","127.0.0.1","TCP","66","60784  >  8080 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=2280472994 TSecr=2280472994"
"1164","116.953542293","127.0.0.1","127.0.0.1","TCP","70","60784  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=4 TSval=2280472994 TSecr=2280472994"
"1166","116.953551096","127.0.0.1","127.0.0.1","TCP","68","60784  >  8080 [PSH, ACK] Seq=5 Ack=1 Win=65536 Len=2 TSval=2280472994 TSecr=2280472994 [TCP segment of a reassembled PDU]"
"1169","116.956057475","127.0.0.1","127.0.0.1","TCP","66","60784  >  8080 [ACK] Seq=7 Ack=14 Win=65536 Len=0 TSval=2280472996 TSecr=2280472996"
"1171","117.960283386","127.0.0.1","127.0.0.1","TCP","66","60784  >  8080 [ACK] Seq=7 Ack=22 Win=65536 Len=0 TSval=2280474001 TSecr=2280474001"
"1173","117.960328542","127.0.0.1","127.0.0.1","TCP","66","60784  >  8080 [ACK] Seq=7 Ack=221 Win=65408 Len=0 TSval=2280474001 TSecr=2280474001"
"1174","118.969951592","127.0.0.1","127.0.0.1","TCP","70","60784  >  8080 [PSH, ACK] Seq=7 Ack=221 Win=65536 Len=4 TSval=2280475010 TSecr=2280474001 [TCP segment of a reassembled PDU]"
"1176","118.969999159","127.0.0.1","127.0.0.1","TCP","83","60784  >  8080 [PSH, ACK] Seq=11 Ack=221 Win=65536 Len=17 TSval=2280475010 TSecr=2280475010"
"1178","118.970019638","127.0.0.1","127.0.0.1","TCP","66","60784  >  8080 [FIN, ACK] Seq=28 Ack=221 Win=65536 Len=0 TSval=2280475010 TSecr=2280475010"
"1180","118.970069430","127.0.0.1","127.0.0.1","TCP","66","60784  >  8080 [ACK] Seq=29 Ack=222 Win=65536 Len=0 TSval=2280475010 TSecr=2280475010"
"1181","118.971589990","127.0.0.1","127.0.0.1","TCP","74","60786  >  8080 [SYN] Seq=0 Win=65495 Len=0 MSS=65495 SACK_PERM=1 TSval=2280475012 TSecr=0 WS=128"
"1183","118.971602795","127.0.0.1","127.0.0.1","TCP","66","60786  >  8080 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=2280475012 TSecr=2280475012"
"1184","118.971633660","127.0.0.1","127.0.0.1","TCP","70","60786  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=4 TSval=2280475012 TSecr=2280475012"
"1186","118.971642714","127.0.0.1","127.0.0.1","TCP","68","60786  >  8080 [PSH, ACK] Seq=5 Ack=1 Win=65536 Len=2 TSval=2280475012 TSecr=2280475012 [TCP segment of a reassembled PDU]"
"1189","118.974169137","127.0.0.1","127.0.0.1","TCP","66","60786  >  8080 [ACK] Seq=7 Ack=14 Win=65536 Len=0 TSval=2280475015 TSecr=2280475015"
"1191","119.976665277","127.0.0.1","127.0.0.1","TCP","66","60786  >  8080 [ACK] Seq=7 Ack=22 Win=65536 Len=0 TSval=2280476017 TSecr=2280476017"
"1193","119.976716627","127.0.0.1","127.0.0.1","TCP","66","60786  >  8080 [ACK] Seq=7 Ack=221 Win=65408 Len=0 TSval=2280476017 TSecr=2280476017"
"1194","120.986243691","127.0.0.1","127.0.0.1","TCP","70","60786  >  8080 [PSH, ACK] Seq=7 Ack=221 Win=65536 Len=4 TSval=2280477027 TSecr=2280476017 [TCP segment of a reassembled PDU]"
"1196","120.986351888","127.0.0.1","127.0.0.1","TCP","83","60786  >  8080 [PSH, ACK] Seq=11 Ack=221 Win=65536 Len=17 TSval=2280477027 TSecr=2280477027"
"1198","120.986410456","127.0.0.1","127.0.0.1","TCP","66","60786  >  8080 [FIN, ACK] Seq=28 Ack=221 Win=65536 Len=0 TSval=2280477027 TSecr=2280477027"
"1200","120.986652536","127.0.0.1","127.0.0.1","TCP","66","60786  >  8080 [ACK] Seq=29 Ack=222 Win=65536 Len=0 TSval=2280477027 TSecr=2280477027"
